Keyword,TEDLIUM_SampleID,TEDLIUM_SET,MSWC_AudioID
there,358,train,there/common_voice_en_119957.opus
unprecedented,359,train,unprecedented/common_voice_en_18428532.opus
the,360,train,the/common_voice_en_15213.opus
and,361,train,and/common_voice_en_20178090.opus
removed,362,train,removed/common_voice_en_18713646.opus
cousins,363,train,cousins/common_voice_en_21242683.opus
not,364,train,not/common_voice_en_18579346.opus
the,365,train,the/common_voice_en_26372.opus
going,366,train,going/common_voice_en_18621702.opus
venue,367,train,venue/common_voice_en_17891544.opus
there's,368,train,there’s/common_voice_en_18598140.opus
guitar,369,train,guitar/common_voice_en_18699679.opus
fingers,370,train,fingers/common_voice_en_19244988.opus
early,371,train,early/common_voice_en_21648804.opus
most,372,train,most/common_voice_en_61359.opus
was,373,train,was/common_voice_en_21367644.opus
other,374,train,other/common_voice_en_19694971.opus
more,375,train,more/common_voice_en_648890.opus
invite,376,train,invite/common_voice_en_614991.opus
lot,377,train,lot/common_voice_en_21501672.opus
solve,378,train,solve/common_voice_en_631925.opus
cousin,379,train,cousin/common_voice_en_22152757.opus
point,380,train,point/common_voice_en_613534.opus
people,381,train,people/common_voice_en_12524186.opus
the,382,train,the/common_voice_en_21372440.opus
physical,383,train,physical/common_voice_en_19657602.opus
leave,384,train,leave/common_voice_en_99670.opus
imagine,385,train,imagine/common_voice_en_18551531.opus
families,386,train,families/common_voice_en_18996434.opus
being,387,train,being/common_voice_en_614589.opus
can,388,train,can/common_voice_en_20184019.opus
warm,389,train,warm/common_voice_en_255706.opus
and,390,train,and/common_voice_en_24672.opus
and,391,train,and/common_voice_en_20223693.opus
university,392,train,university/common_voice_en_18261232.opus
syria,393,train,syria/common_voice_en_176625.opus
several,394,train,several/common_voice_en_20328855.opus
with,395,train,with/common_voice_en_63437.opus
terrified,396,train,terrified/common_voice_en_514133.opus
two,397,train,two/common_voice_en_19725095.opus
where,398,train,where/common_voice_en_17488895.opus
wonder,399,train,wonder/common_voice_en_18536021.opus
and,400,train,and/common_voice_en_19158284.opus
change,401,train,change/common_voice_en_58285__2.opus
and,402,train,and/common_voice_en_600251.opus
would,403,train,would/common_voice_en_529342.opus
trainers,404,train,trainers/common_voice_en_560065.opus
and,405,train,and/common_voice_en_19724145.opus
call,406,train,call/common_voice_en_80329.opus
while,407,train,while/common_voice_en_61363.opus
training,408,train,training/common_voice_en_19164690.opus
using,409,train,using/common_voice_en_188027.opus
sure,410,train,sure/common_voice_en_607720.opus
that's,411,train,that’s/common_voice_en_505062.opus
parent,412,train,parent/common_voice_en_21341885__2.opus
past,413,train,past/common_voice_en_25068.opus
prof,414,train,prof/common_voice_en_19815542.opus
now,415,train,now/common_voice_en_499629.opus
seems,416,train,seems/common_voice_en_22314757.opus
someone,417,train,someone/common_voice_en_17286500.opus
refugee,418,train,refugee/common_voice_en_20130909.opus
and,419,train,and/common_voice_en_515803.opus
paused,420,train,paused/common_voice_en_183762.opus
told,421,train,told/common_voice_en_119670.opus
but,422,train,but/common_voice_en_101405.opus
fear,423,train,fear/common_voice_en_633233.opus
the,424,train,the/common_voice_en_139483__2.opus
their,425,train,their/common_voice_en_555942.opus
they,426,train,they/common_voice_en_575917.opus
their,427,train,their/common_voice_en_22283371.opus
and,428,train,and/common_voice_en_21842150.opus
from,429,train,from/common_voice_en_17731388.opus
refugee,430,train,refugee/common_voice_en_18782055.opus
had,431,train,had/common_voice_en_486618.opus
was,432,train,was/common_voice_en_21993940.opus
attempts,433,train,attempts/common_voice_en_20764512.opus
parenting,434,train,parenting/common_voice_en_18816372.opus
camp,435,train,camp/common_voice_en_691554.opus
refugee,436,train,refugee/common_voice_en_22171954.opus
think,437,train,think/common_voice_en_82256.opus
bigger,438,train,bigger/common_voice_en_19747870.opus
families,439,train,families/common_voice_en_17786644.opus
terrifying,440,train,terrifying/common_voice_en_18745588.opus
hours,441,train,hours/common_voice_en_506214.opus
parenting,442,train,parenting/common_voice_en_20357385.opus
that,443,train,that/common_voice_en_532803.opus
that's,444,train,that’s/common_voice_en_613329.opus
changed,445,train,changed/common_voice_en_561402.opus
that,446,train,that/common_voice_en_110035.opus
what,447,train,what/common_voice_en_542277.opus
they,448,train,they/common_voice_en_581600.opus
showing,449,train,showing/common_voice_en_537816.opus
your,450,train,your/common_voice_en_55785.opus
this,451,train,this/common_voice_en_20114345.opus
leaflet,452,train,leaflet/common_voice_en_22144344.opus
loving,453,train,loving/common_voice_en_180048.opus
managed,454,train,managed/common_voice_en_20480856.opus
rate,455,train,rate/common_voice_en_25921.opus
today,456,train,today/common_voice_en_21145352.opus
achievement,457,train,achievement/common_voice_en_18786931.opus
really,458,train,really/common_voice_en_500019.opus
excited,459,train,excited/common_voice_en_649163.opus
most,460,train,most/common_voice_en_22324811.opus
this,461,train,this/common_voice_en_18518446.opus
just,462,train,just/common_voice_en_19587640.opus
kits,463,train,kits/common_voice_en_20722321.opus
refugee,464,train,refugee/common_voice_en_22296927.opus
statistics,465,train,statistics/common_voice_en_18870749.opus
because,466,train,because/common_voice_en_588293.opus
neighbors,467,train,neighbors/common_voice_en_196842.opus
leaflet,468,train,leaflet/common_voice_en_22144344.opus
refugee,469,train,refugee/common_voice_en_18456605.opus
for,470,train,for/common_voice_en_20278951.opus
and,471,train,and/common_voice_en_17493138.opus
aid,472,train,aid/common_voice_en_20550854.opus
floor,473,train,floor/common_voice_en_19789097.opus
camp,474,train,camp/common_voice_en_512213.opus
around,475,train,around/common_voice_en_18872343.opus
year,476,train,year/common_voice_en_19367008.opus
against,477,train,against/common_voice_en_19810251.opus
thanking,478,train,thanking/common_voice_en_19246165.opus
elderly,479,train,elderly/common_voice_en_18476683.opus
arabic,480,train,arabic/common_voice_en_605493.opus
what's,481,train,what’s/common_voice_en_17868770.opus
really,482,train,really/common_voice_en_17401437.opus
the,483,train,the/common_voice_en_19694562.opus
girls,484,train,girls/common_voice_en_499722.opus
was,485,train,was/common_voice_en_19793328.opus
was,486,train,was/common_voice_en_675088__2.opus
had,487,train,had/common_voice_en_199524.opus
lived,488,train,lived/common_voice_en_504341.opus
through,489,train,through/common_voice_en_78531.opus
dropping,490,train,dropping/common_voice_en_49620.opus
screaming,491,train,screaming/common_voice_en_17290560.opus
they,492,train,they/common_voice_en_91433.opus
she,493,train,she/common_voice_en_20322886.opus
simply,494,train,simply/common_voice_en_605212.opus
parenting,495,train,parenting/common_voice_en_18816372.opus
experience,496,train,experience/common_voice_en_18016673.opus
all,497,train,all/common_voice_en_540185.opus
devastating,498,train,devastating/common_voice_en_18510899.opus
you,499,train,you/common_voice_en_17268388__2.opus
family,500,train,family/common_voice_en_20827259.opus
for,501,train,for/common_voice_en_2270224.opus
communities,502,train,communities/common_voice_en_22099276.opus
displacement,503,train,displacement/common_voice_en_21447815.opus
these,504,train,these/common_voice_en_595409.opus
our,505,train,our/common_voice_en_18658135.opus
conflict,506,train,conflict/common_voice_en_22146565.opus
notice,507,train,notice/common_voice_en_212891.opus
real,508,train,real/common_voice_en_18863062.opus
family,509,train,family/common_voice_en_22468371.opus
the,510,train,the/common_voice_en_184087.opus
and,511,train,and/common_voice_en_117068.opus
would,512,train,would/common_voice_en_542436.opus
our,513,train,our/common_voice_en_17296445.opus
children,514,train,children/common_voice_en_20523699.opus
bombs,515,train,bombs/common_voice_en_20664760.opus
children,516,train,children/common_voice_en_491860.opus
improving,517,train,improving/common_voice_en_178743.opus
lakota,518,train,lakota/common_voice_en_22202130.opus
were,519,train,were/common_voice_en_21796047.opus
reservations,520,train,reservations/common_voice_en_18752029.opus
the,521,train,the/common_voice_en_20241306.opus
dakota,522,train,dakota/common_voice_en_19598212.opus
and,523,train,and/common_voice_en_18466379.opus
ever,524,train,ever/common_voice_en_21698391.opus
ridge,525,train,ridge/common_voice_en_19644293.opus
lakota,526,train,lakota/common_voice_en_20788075.opus
skin,527,train,skin/common_voice_en_18034078.opus
huge,528,train,huge/common_voice_en_638928.opus
very,529,train,very/common_voice_en_681403.opus
years,530,train,years/common_voice_en_19148670.opus
word,531,train,word/common_voice_en_19685619.opus
want,532,train,want/common_voice_en_639905.opus
american,533,train,american/common_voice_en_19492392.opus
pockets,534,train,pockets/common_voice_en_776.opus
our,535,train,our/common_voice_en_17841640.opus
gain,536,train,gain/common_voice_en_20610089.opus
when,537,train,when/common_voice_en_19168477.opus
images,538,train,images/common_voice_en_21093707.opus
friends,539,train,friends/common_voice_en_498596.opus
time,540,train,time/common_voice_en_18139163.opus
and,541,train,and/common_voice_en_3245731.opus
battles,542,train,battles/common_voice_en_19577360.opus
affairs,543,train,affairs/common_voice_en_21650141.opus
the,544,train,the/common_voice_en_529634__2.opus
boundaries,545,train,boundaries/common_voice_en_21277180.opus
that,546,train,that/common_voice_en_192119.opus
flood,547,train,flood/common_voice_en_6635540.opus
with,548,train,with/common_voice_en_646546.opus
two,549,train,two/common_voice_en_20918502.opus
after,550,train,after/common_voice_en_20851833.opus
were,551,train,were/common_voice_en_18878759.opus
three,552,train,three/common_voice_en_22043901.opus
hills,553,train,hills/common_voice_en_21269425.opus
rights,554,train,rights/common_voice_en_19184519.opus
the,555,train,the/common_voice_en_19305035.opus
complete,556,train,complete/common_voice_en_21264089.opus
which,557,train,which/common_voice_en_21688971.opus
began,558,train,began/common_voice_en_138013.opus
eliminating,559,train,eliminating/common_voice_en_19501703.opus
appropriation,560,train,appropriation/common_voice_en_20662597.opus
issued,561,train,issued/common_voice_en_20328613.opus
that,562,train,that/common_voice_en_95587.opus
that,563,train,that/common_voice_en_107268.opus
hills,564,train,hills/common_voice_en_20290161.opus
find,565,train,find/common_voice_en_175276.opus
the,566,train,the/common_voice_en_530605.opus
lakota,567,train,lakota/common_voice_en_20788075__2.opus
custody,568,train,custody/common_voice_en_19954849.opus
laramie,569,train,laramie/common_voice_en_21798258.opus
was,570,train,was/common_voice_en_568983.opus
percent,571,train,percent/common_voice_en_22308845.opus
fort,572,train,fort/common_voice_en_28574.opus
lands,573,train,lands/common_voice_en_19232346.opus
disposed,574,train,disposed/common_voice_en_22309889.opus
land,575,train,land/common_voice_en_65276.opus
reservations,576,train,reservations/common_voice_en_19247960.opus
white,577,train,white/common_voice_en_20952652.opus
again,578,train,again/common_voice_en_694083.opus
ninety,579,train,ninety/common_voice_en_20301774.opus
this,580,train,this/common_voice_en_18061755.opus
december,581,train,december/common_voice_en_21854554.opus
fired,582,train,fired/common_voice_en_21637354.opus
twenty,583,train,twenty/common_voice_en_19976736__2.opus
day,584,train,day/common_voice_en_634846.opus
most,585,train,most/common_voice_en_20179113.opus
for,586,train,for/common_voice_en_20027448.opus
world,587,train,world/common_voice_en_553012.opus
iraq,588,train,iraq/common_voice_en_22092010.opus
considered,589,train,considered/common_voice_en_659917.opus
the,590,train,the/common_voice_en_19520257.opus
not,591,train,not/common_voice_en_20221100.opus
grave,592,train,grave/common_voice_en_20844235.opus
the,593,train,the/common_voice_en_114921__2.opus
back,594,train,back/common_voice_en_20463068.opus
and,595,train,and/common_voice_en_19788238.opus
when,596,train,when/common_voice_en_20026352.opus
can,597,train,can/common_voice_en_17969486.opus
there,598,train,there/common_voice_en_183524.opus
native,599,train,native/common_voice_en_19463413.opus
and,600,train,and/common_voice_en_11065__2.opus
position,601,train,position/common_voice_en_20465117.opus
tired,602,train,tired/common_voice_en_603227.opus
the,603,train,the/common_voice_en_19320874__2.opus
now,604,train,now/common_voice_en_613873.opus
indian,605,train,indian/common_voice_en_19856083.opus
was,606,train,was/common_voice_en_614321.opus
court,607,train,court/common_voice_en_20571936.opus
